"term","weight"
"goodbyes","-110.022047246"
"licking","12.7634548885"
"twice","77.6457925528"
"shots","-147.101138961"
"automatic","-15.0238119878"
"farther","9.90112586079"
"swept","-148.972968364"
"habit","51.3954985361"
"liquor","153.402762395"
"nun","-61.5710631825"
"num","-115.8772208"
"bed","-7.90221094232"
"corrupt","-38.719551159"
"disturbing","-31.7200550162"
"noodles","188.515647723"
"afterward","99.8961889755"
"capacity","23.1550313786"
"temptation","121.843893822"
"sumtimes","-61.2889881322"
"muy","-60.9873729353"
"continually","-50.128101576"
"grandmother","-294.467781074"
"mud","2.26141673988"
"mug","90.3635417214"
"finger","-110.088881841"
"hopefully","-337.297220222"
"mum","-429.118489432"
"365","57.6478936212"
"approach","147.913539215"
"muh","-22.1525987401"
"360","-184.918133869"
"discovery","-41.7230143273"
"drivin","-5.97721697198"
"adding","34.1332552503"
"confusion","-176.391161435"
"applebees","-64.5539571741"
"weak","-79.8335923774"
"however","-440.987578659"
"boss","14.3058448716"
"nightmares","3.70463533115"
"wear","-11.4097647243"
"dedication","41.2097643177"
"news","145.988654042"
"improve","-118.750940454"
"faced","33.1615252424"
"goddess","136.855560341"
"accused","43.3284072121"
"fault","-104.283680361"
"jelly","-92.0774829013"
"participating","-6.93689544757"
"players","-13.4851121282"
"games","-47.1139410518"
"kitties","173.769478353"
"havn't","-209.975659834"
"faces","-186.350693202"
"jello","136.24251345"
"acceptable","40.2221342687"
"unicorns","-102.152026397"
"naku","-9.44663704248"
"karen","270.23616215"
"viruses","16.5497404198"
"nako","74.1231219309"
"towels","40.8365356879"
"trust","-37.1436272434"
"buzzing","-136.594802606"
"hitler","-95.143713022"
"conference","178.824211615"
"bathroom","174.155246864"
"seein","-41.7331992453"
"beef","188.027237507"
"ma'am","-230.310861194"
"been","78.4286405606"
"quickly","49.6829316588"
"beep","-145.672080639"
"confident","0.222014295525"
"beer","195.684310524"
"spread","-56.127395943"
"expected","-115.876214915"
"teenager","-38.3322249533"
"sprite","-30.8057923612"
"drugs","73.2641906703"
"republicans","-83.8454907511"
"bladder","217.495071222"
"craft","57.6593563308"
"catch","-6.98091890996"
"definetly","-135.649923511"
"cracker","-48.4402262762"
"kentucky","-2.39212880824"
"n","30.8126129592"
"strangest","-38.573117155"
"dept","215.820327256"
"teachers","-199.375723595"
"stopping","88.6964181275"
"cracked","-56.1306702302"
"brutal","2.09556236291"
"800","124.587330022"
"alien","202.066875763"
"nike","-177.651575139"
"suggest","-66.0019580641"
"ngaun","-42.7936051167"
"wound","3.93770491522"
"forehead","-119.990547453"
"complex","-69.1129379352"
"shawty","47.2615717288"
"several","668.408363365"
"yung","-81.0963269504"
"moose","30.4582938502"
"catholic","194.598891802"
"misery","-24.4262915826"
"greeted","-39.1070919344"
"fridays","175.193335663"
"portal","-141.282175747"
"characters","-166.548098359"
"cycle","-146.246992673"
"dylan","-122.995494779"
"shortly","14.7323105671"
"mother's","197.282149069"
"charlie","1.5954179468"
"uploading","12.7051986691"
"ocean","70.2020869"
"savings","-61.570352455"
"greatest","-204.188009843"
"mother","-109.545684624"
"alarms","-34.5852153887"
"hearts","-150.226351825"
"alabama","33.1785080768"
"spencer","-58.8354975928"
"dads","-58.15176328"
"snowman","10.1896951025"
"bugger","143.125691713"
"proposed","-37.6482471078"
"unemployment","366.010600654"
"laptop","-11.7930138899"
"bruise","21.4266709281"
"http://www.facebook.com","-58.2228083284"
"grades","-126.692789034"
"grader","211.419020059"
"thumbs","-112.076086379"
"campbell","189.739478176"
"eli","-78.7468607633"
"elm","50.3419618403"
"cherry","-10.502483247"
"elf","121.850967079"
"unwanted","-12.3342649102"
"rumor","142.021335418"
"5k","-7.1644102299"
"swimmin","-132.49906641"
"humanity","-28.2138522391"
"gave","36.7840593946"
"casting","58.5871017414"
"melting","106.458696576"
"bands","73.9104196271"
"breaks","-51.2004221176"
"cultural","64.5665754616"
"rubbing","23.0726671396"
"judge","127.648636008"
"burns","-60.6985556566"
"burnt","-319.946001047"
"advanced","-154.600220233"
"apart","-297.152898374"
"ninjas","-39.3005805149"
"trivia","131.48661965"
"59","2.17223588727"
"58","-33.3648942403"
"gift","241.881532308"
"55","115.962900076"
"54","54.4638824409"
"57","26.5665045708"
"gifted","4.3315887722"
"orlando","-150.902837153"
"50","4.39622478691"
"53","-28.6083690534"
"52","46.4684830405"
"specific","-13.2502039703"
"officer","-180.362320534"
"hung","-19.4192838817"
"amor","10.643908548"
"blades","-53.0256575863"
"girlies","-145.3572643"
"hunt","-249.065689266"
"spongebob","-48.4523643764"
"mash","-118.71550815"
"51","58.9733487545"
"successfully","30.7127473525"
"proudly","46.4587952873"
"jennifer","-1.0081375695"
"sponge","-11.444038344"
"malaysia","-83.9248826235"
"donald","121.370201913"
"scrabble","401.731155485"
"election","73.12068484"
"helpin","-2.18435572488"
"escape","44.3063737621"
"xbox","-86.4959609299"
"finna","-169.140083315"
"ick","29.8148750101"
"2days","-11.6639439267"
"ich","-18.8831909732"
"cooper","-90.9517483533"
"totaly","-69.0963551781"
"centre","-51.243143883"
"ice","-60.3448523531"
"everything","-186.03282527"
"icy","90.3811583105"
"cuddles","18.7076658973"
"cnn","36.3707866675"
"420","29.9736570037"
"3:30","29.7848523527"
"christmas","148.819100949"
"booking","-33.1305395925"
"avatar","121.716068992"
"cord","-122.177898623"
"core","134.909002493"
"deleted","88.8813510748"
"corn","-80.9598053904"
"530","-80.881244875"
"disappeared","164.706655239"
"discount","12.8272700322"
"cory","30.585895242"
"plug","88.1983043466"
"intentions","126.725925024"
"attacks","-125.259628289"
"choke","44.4403153986"
"surround","450.514404508"
"trustworthy","-49.4874699513"
"dinner","123.46670379"
"montana","34.1019926967"
"plus","-25.2177005372"
"efforts","-10.985362026"
"nooooooo","-28.0172402383"
"sept","149.529354512"
"duke","-187.179512917"
"aha","46.5079681646"
"froze","62.8303221173"
"bata","-73.4957107954"
"presence","-5.37759838237"
"civil","82.9076369162"
"ahh","-81.708848424"
"ppl","-165.355597294"
"donated","-22.7431398864"
"dayyy","17.2772080961"
"rounds","-48.8279252274"
"existed","-68.9192412466"
"rely","-200.738385138"
"git","93.5778717177"
"sneezing","-43.3801527598"
"transform","46.2524319322"
"sunlight","-33.9619874215"
"class","-117.029224131"
"gig","93.6652797207"
"stuck","-378.452432498"
"anderson","77.4403726181"
"fought","79.8338813198"
"lagi","-3.83534606006"
"gin","72.1547022093"
"shhh","9.82873124635"
"head","-22.378391992"
"medium","-0.526841934915"
"attempted","-138.808750512"
"heal","137.041459147"
"6","-58.9048149475"
"26th","-36.5090231413"
"heat","430.029519508"
"hear","337.020438488"
"solar","70.6442665404"
"*.*","173.894706665"
"removed","207.572391388"
"humiliate","35.7624747222"
"viva","123.913329948"
"[:","54.9649072447"
"clubs","-12.6547579165"
"ruined","-125.626921573"
"adore","10.742632434"
"decorate","77.8959173054"
"nerdy","-53.4289816007"
"usher","60.4459172763"
"zodiac","-154.3291149"
"reminiscing","-78.5633703868"
"lsat","-65.8676493525"
"nerds","-105.578737813"
"trim","90.9756940066"
"fury","-23.8664247695"
"indy","21.6238561362"
"sometime","-205.645515908"
"shines","-57.8720037522"
"annoying","-240.845167007"
"trip","21.3163313151"
"looked","15.5315992419"
"nj","10.3816567821"
"tix","116.961185894"
"faithful","174.746658462"
"no","20.9812624523"
"colder","48.1990944485"
"na","-14.6736489541"
"commercials","27.5330115771"
"nc","-22.0696613"
"tip","64.5775468013"
"ne","-78.4749931877"
"tis","-180.786041665"
"til","-7.71072913715"
"tooooo","57.8857289108"
"tin","92.5439450275"
"setting","-19.1466854453"
"whew","329.90985095"
"papers","-46.1203700515"
"tie","16.1932727849"
"depot","3.00939278783"
"nt","-117.514355226"
"nu","-25.5778044489"
"nw","-51.0350114909"
"eternity","-105.245939823"
"picture","-60.8554566971"
"phoenix","115.688400073"
"football","91.6927977112"
"cnt","28.0668680766"
"zzzzzzzz","7.98030678814"
"stinkin","18.9864252263"
"younger","125.450203487"
"longer","-103.662650163"
"bullet","52.6214460113"
"fears","-60.5724257345"
"justus","67.5861586716"
"vietnam","20.8952198084"
"whoooo","59.3338095276"
"serious","-124.56673063"
"neighbors","411.322115339"
"coach","123.936454133"
"ron","-120.977114152"
"affair","64.2344204125"
"rob","34.9612670688"
"rod","8.47036840813"
"ouch","231.780224349"
"leads","-134.636912661"
"roy","-0.931421763556"
"comments","-7.14787701974"
"rot","-3.27796206962"
"row","135.01805566"
"contemplating","-106.692598784"
"environment","-55.3033201976"
"charge","307.422337808"
"knackered","376.174088708"
"discovering","50.5122799367"
"agreed","162.40715487"
"coop","29.1513885853"
"advantage","-88.8385564123"
"persona","-41.9663870106"
"sloppy","-23.3208066684"
"sherlock","-62.5367660531"
"dieing","-19.8392990377"
"cook","94.200761352"
"li","-50.9473921662"
"cool","-39.7272842806"
"clouds","-101.01441998"
"lohan","46.5265885721"
"level","151.701504941"
"philippines","-105.58100113"
"peeps","191.35911885"
"hawaii","82.3460941252"
"cloudy","94.6256329833"
"standards","7.33336024995"
"icu","44.2434284304"
"quick","-216.695533698"
"yall","-296.338979309"
"pork","92.2884100273"
"says","69.4391682302"
"porn","165.840740201"
"trend","-74.4336487347"
"colin","-103.950391822"
"dried","30.9675697868"
"comforting","20.9531140546"
"sayo","-127.916969107"
"yippee","535.247095612"
"bake","16.8802949566"
"fear","-19.3878571642"
"substitute","8.58835157352"
"irritated","-21.1436780736"
"stressful","-126.512657323"
"stands","-119.452872803"
"feat","-53.5576893905"
"4:00","-116.320761977"
"agrees","-95.3284998731"
"paragraph","38.3681048846"
"goes","-138.208393648"
"reply","-213.639453852"
"cmabrigde","-48.5069295157"
"hairy","39.4941983834"
"hairs","87.2763159999"
"mali","-63.2305805246"
"water","-68.1644566225"
"lu","-127.286924483"
"entertain","101.620363954"
"baseball","-14.1189503811"
"groups","-143.830508533"
"[","-45.6298718173"
"maging","67.0501982314"
"thirty","-37.5115037154"
"healthy","140.665185552"
"mumbai","-14.970095523"
"guilty","143.496581179"
"exams","-565.568605782"
"weird","-154.664551415"
"humour","133.281616333"
"compare","-106.906052904"
"graduated","-55.4305318975"
"nman","75.567821958"
"1st","-71.3123989832"
"touchdown","84.8809795225"
"swallowed","-106.067463602"
"crisis","322.452973717"
"iam","114.816262504"
"russell","41.7873067818"
"stated","21.6542436427"
"anda","-116.404507789"
"sports","-212.64004549"
"wrongs","-110.566571807"
"msn","-361.738436457"
"andy","-27.1934082385"
"iphone","17.6693199248"
"memory","103.662585054"
"msg","144.746675394"
"australian","46.0542135123"
"prep","-161.268558039"
"today","57.7170973534"
"love's","-137.534906707"
"chapter","-70.8586723481"
"riot","-15.8419495458"
"sessions","-64.5258437031"
"clicking","232.316774354"
"suggestions","-136.391637615"
"cashier","-39.0459133288"
"chocolate","-99.4932510062"
"casey","57.3964630472"
"fuel","-69.5241292856"
"drown","96.8098782045"
"beers","-98.8483401664"
"luvs","211.99484398"
"cases","16.0447490731"
"siya","-136.841288545"
"states","206.857433221"
"wal-mart","-198.195804395"
":\\","6.87285736072"
"cowboy","207.415260832"
"judy","213.453442615"
"laughter","71.180178933"
"unconditional","216.874873535"
"streak","-35.5331762441"
"nursing","216.167025806"
"figure","281.042836183"
"kya","62.5030947235"
"mga","-105.451150504"
"stroke","88.2611978572"
"partay","5.78843130624"
"dropped","34.0342902167"
"11:00","165.70175046"
"counting","178.172846212"
"sneezed","-64.3924747174"
"swedish","9.3531583838"
"requirements","7.12997250023"
"revising","-113.591530301"
"___________","-67.144179802"
"1","-81.4339057044"
"7:00","171.607526185"
"fourth","-159.914491528"
"ensure","-73.8253388999"
"speaks","40.3658113124"
"flavored","-82.0831599816"
"unbelievable","150.580984201"
"leavin","-51.0308724178"
"cocktail","84.7811399805"
"information","-27.4564688005"
"stil","172.321439193"
"crashed","184.714425041"
"birthday","134.341710346"
"unbelievably","-18.5124486891"
"classroom","48.5906689712"
"bartett","33.8970494882"
"branches","88.5081199797"
"drained","-50.9618210793"
"liquid","-43.1176653547"
"tbh","28.6853598018"
"curry","194.967901548"
"amuse","52.772450724"
"awww","-86.9923884254"
"rollin","-90.3810766908"
"2hrs","89.6712848298"
"inform","-247.098888787"
"refund","171.846726333"
"comfort","332.803510391"
"words","-18.0218758687"
"midnight","58.9148919338"
"worship","-26.1142093066"
"blocked","224.960714903"
"dreading","17.9690971745"
"wallace","-72.2424699145"
"he's","159.514081445"
"comic","-83.0633424784"
"he'd","20.8257868302"
"offers","170.722577153"
". ....","20.7513231121"
"farmer","111.404235972"
"puzzle","-24.1243837956"
"happened","-155.65240214"
"lonely","-88.3856518728"
"cling","-37.4669008844"
"moms","-155.187258461"
"conversations","51.9415607472"
"underneath","-49.7758613882"
"qualified","10.6699545964"
"conquer","-125.018402871"
"bath","-121.410828441"
"mlia","-95.1684917928"
"wagon","41.3581066242"
"term","166.565872687"
"equality","-10.5456951128"
"name","-125.242263569"
"teri","-20.3292260591"
"sophomore","-190.685753563"
"opera","-225.522587055"
"clutch","-58.6836057091"
"tere","-19.5361490804"
"debating","-196.920392274"
"possibilities","-124.927278762"
"realistic","-16.4311986465"
"rangers","59.4252884984"
"realise","-382.376173775"
"hiccups","-58.0667775218"
"torch","18.1877145023"
"catching","118.941396834"
"farewell","-238.247221146"
"zebra","-13.7391617729"
"begun","-144.891314118"
"obsession","-67.7774939198"
"sunrise","-120.377065666"
"intended","182.607547972"
"hacker","1.57347460559"
"constitution","296.991129509"
"ultimately","159.377725941"
"america's","-50.4461644185"
"profit","2.21115389883"
"oklahoma","3.72509618487"
"factory","-52.4005783522"
"attracted","-108.201194789"
"shouldn't","-93.1132313383"
"hacked","72.2269412201"
"bugging","-94.4831125553"
"eagle","-34.5846332263"
"attended","432.673328211"
"theory","-140.220101165"
"giv","-0.990839629825"
"buzz","-2.33486712069"
"contain","15.3655869265"
"boobs","-57.2524111683"
"hulu","-16.1790753375"
"ahahah","25.0327701337"
"gusta","-48.3060611292"
"battalion","200.074358525"
"yup","21.8988260216"
"h1n1","32.5288414182"
"yur","211.109861691"
"calories","50.5956439677"
"gusto","87.2236173226"
"motion","-21.9823017274"
"turn","-91.5703737075"
"butterflies","21.4340154491"
"place","105.787281071"
"swine","10.4255815323"
"swing","26.0428261488"
"sho","-3.8447058902"
"childhood","-265.844910298"
"1000","16.5776485477"
"sanchez","-75.3121598502"
"surviving","35.3713831658"
"awfully","6.05437788109"
"clumsy","-96.8140437307"
"insist","49.6288190377"
"huamn","-18.0933739504"
"dreamin","5.95475940394"
"pokemon","-170.889046201"
"george","-9.35015819564"
"engineer","-75.8562600624"
"moody","31.7125773287"
"given","141.074660874"
"ian","39.8905830419"
"district","96.572889075"
"virgin","-66.7939820875"
":o)","76.6370875352"
"europe","-98.5432570972"
"plastic","73.2661229281"
"returns","4.88961956661"
"terrifying","-35.8783383828"
"convention","145.613091863"
"legally","-131.654274181"
"white","17.3720581571"
"gives","33.2247644327"
"exploring","20.120925289"
"hug","11.8096492594"
"cope","145.266886432"
"season","113.341897892"
"hun","38.7060667525"
"men's","50.3848732796"
"huh","-35.9290648046"
"alam","-129.136396804"
"alan","300.714470874"
"kai","-70.7821079835"
"cops","-128.224916503"
"alas","144.288052201"
"copy","251.687927448"
"population","-172.405924266"
"wide","138.357144971"
"nathan","-77.6684065688"
"unfortunately","-61.3291358849"
"yayyyy","121.665502134"
"require","113.245853624"
"r","1.55882732284"
"sera","9.88339064795"
"cards","60.2931874886"
"poisoning","-61.9923701691"
"marines","191.167974048"
"outcome","105.887827495"
"dissapointed","-145.690117852"
"powder","-87.6899602333"
"and","22.2121633796"
"ang","-86.8177627398"
"pra","-5.63867303292"
"ana","-42.4627930414"
"chloe","-145.92138799"
"pro","-158.956509374"
"ano","40.714513172"
"boooo","79.3584069462"
"ant","-86.7992652164"
"anu","-115.005829928"
"mates","-59.4286224959"
"suspense","-66.4062993228"
"rent","28.7084867866"
"ans","-85.7146525999"
"tylenol","8.97270282018"
"sells","-33.1386003221"
"any","-10.541031488"
"marathon","77.4913820708"
"superman","-98.0724771109"
"prosperity","274.011445667"
"confirmation","-7.13604473603"
"ideas","-256.10625683"
"dining","80.8898792192"
"ideal","-46.0702273538"
"xxxxxx","-25.0784128962"
"blunt","-48.4206764559"
"teehee","-16.851433219"
"surf","73.1547888352"
"urge","-99.5219094846"
"sure","293.968652046"
"multiple","15.9425596226"
"tornado","14.1547314958"
"urgh","-5.03853944727"
"clearer","-12.4017977847"
"falls","-59.5722778618"
"boiling","-13.9222594163"
"donation","83.0644294127"
"connor","-27.8634270212"
"freshman","-336.506629457"
"cleared","61.0676389031"
"icon","43.6875762271"
"wireless","-194.245188317"
"considered","-20.8176504127"
"seafood","112.723355135"
"proud","204.80491611"
"hungry","-53.8632188905"
"uncle","-323.066593347"
"senior","-61.3975534379"
"tron","125.655150114"
"ncis","-119.549592476"
"cheat","-54.0940343571"
"recipe","381.680761232"
"percy","-113.770288464"
"troy","-76.0342933349"
"spaces","-59.2722315443"
"hack","47.0842362428"
"mister","44.1463437927"
"woot","-49.9247138715"
"gulf","303.725114523"
"favor","-91.7599932329"
"state","30.145557007"
"crime","-61.781623788"
"wood","70.6365721824"
"believing","33.6111146065"
"wooo","-47.4760649518"
"dreaded","71.7203552948"
"tayo","-118.48132043"
"uncles","-152.755127876"
"jazz","-124.924463286"
"begging","-22.0310558268"
"expectation","152.711100448"
"180","-0.0340245685696"
"lighter","16.5887373338"
"dye","30.5608096056"
"installed","76.9308192866"
"freaking","-10.5863325794"
"reveal","-154.093500976"
"regarding","367.398067184"
"floods","28.3866091202"
"naked","216.787498306"
"jokes","-261.316586099"
"penguins","-104.086677419"
"clowns","-40.9438044281"
"predicted","61.5148738786"
"undefeated","26.8742554407"
"dough","116.670827125"
"bought","85.9547173378"
"discussing","78.7755779713"
"y'all","-91.1941482517"
"ignored","-1.38937515071"
"picnic","87.9624246899"
"replies","108.570930973"
"connections","-17.9126455274"
"college","-299.652726111"
"parking","220.408457846"
"apologies","182.749796743"
"stanley","-52.9334976482"
"lng","33.3565924773"
"itt","-21.4874189084"
"ability","138.145269946"
"madison","-17.3262261551"
"farmers","157.391519474"
"federal","90.5994728134"
"review","38.051145284"
"amen","453.403739266"
"weapons","-64.2200127019"
"kelan","10.7948997932"
"outside","-159.935560953"
"cd's","-90.6555779236"
"arrival","-6.83401892105"
"24","-89.9740902877"
"25","77.7522029026"
"comp","-189.798135583"
"guitar","-181.870083596"
"multiplies","26.7057373699"
"coma","-65.721713667"
"pens","37.6525654887"
"cities","-158.91233299"
"come","-212.818057686"
"foxtrot","-20.1205483932"
"reaction","-77.7852470682"
"superstar","75.6644531764"
"region","-5.06903707414"
"23","-30.6926135585"
"quiet","508.884206857"
"contract","-40.4007611735"
"berry","99.7166389332"
"duty","-182.267514995"
"pakistan","32.0578510788"
"afterwards","-115.803866328"
"color","-305.105461622"
"pow","-8.77923243294"
"pot","229.303258599"
"por","161.258333354"
"period","-322.458085924"
"pop","21.6165966537"
"messin","15.4878118373"
"60","97.4692905122"
"poo","-145.237252421"
"pole","-148.712017039"
"63","53.4861686405"
"64","-88.8056529505"
"65","40.3497788104"
"66","-109.137582116"
"67","-37.2555082424"
"polo","-45.8811069799"
"69","77.0105123522"
"bizarre","115.185172537"
"poll","-72.6876257138"
"polite","57.2403739001"
"nicole","-156.675053937"
"turkey","347.178029912"
"lifes","-91.2570543851"
"howard","-14.7503790604"
"dis","-54.08275421"
"blend","-28.7214898361"
"hobo","-4.81871716723"
"peaceful","362.848678038"
"helicopter","35.0747375911"
"featuring","65.0965896898"
"hardly","121.330903233"
"500","18.1364791058"
"630","-64.8365479639"
"direction","153.747418063"
"robbed","72.6997871447"
".... ....","-23.8052639399"
"blessing","309.326386298"
"andrew","-107.357054034"
"tiger","67.7284982121"
"minister","-25.1039143604"
"thnk","33.349874197"
"convo","-97.5859789925"
"careful","345.010040754"
"dorm","-148.383565508"
"spirit","198.931193777"
"pilot","49.3505037334"
"case","45.6834717745"
"hughes","166.569422531"
"casa","71.4325882846"
"spiderman","-251.106780539"
"mount","-120.435704509"
"cash","-35.9060701399"
"rhymes","-108.820506368"
"cast","91.0459539196"
"shops","17.4605520289"
"slippers","-0.426476983725"
"vest","26.8794546537"
"punches","-110.368947733"
"nyt","-72.7002569514"
"telephone","126.402435311"
"couples","-162.580289108"
"someone","87.6258723685"
"punched","-48.492781566"
"presentations","40.9701937938"
"ironic","-124.327691713"
"nighter","-25.1973902393"
"fastest","-54.4280278634"
"helmet","61.8883803381"
"sippin","-50.0425182294"
"author","240.00940968"
"alphabet","-79.2246310093"
"granted","35.5791859923"
"10:30","-61.6867369204"
"bowl","128.05396228"
"check","123.9485203"
"shifts","-119.256970949"
"html","-116.100911378"
"macaroni","-45.6445079702"
"manila","69.0014778835"
"yeahhh","11.6593290033"
"reminder","460.258327275"
"events","-177.240612829"
"todos","108.756670745"
"week","62.7288211326"
"uhm","-11.8817249686"
"barefoot","5.44973137224"
"tipsy","44.0182710715"
"sang","101.582154243"
"nest","447.6362835"
"driver","80.5829736741"
"drives","61.0588887381"
"weee","-85.4507568839"
"weed","-12.4582372889"
"driven","-24.7837995991"
"persons","37.8001060001"
"puke","29.6953815967"
"statue","-141.883056669"
"changing","-27.876068543"
"weep","-56.5813443666"
"cartoon","-224.163739346"
"fasting","55.9394414766"
"pennsylvania","41.0125959545"
"ranch","-5.07229850883"
"magical","-119.61444862"
"strawberry","-129.561330523"
"without","68.6251718638"
"flakes","64.1728040802"
"relief","184.834846992"
"model","-42.9043817879"
"reward","9.22464693304"
"bodies","-125.672472823"
"justify","10.8196193132"
"when","33.234896727"
"actress","14.341118784"
"oxford","-1.694075634"
"violent","-87.7999225509"
"kill","-166.43143923"
"harrison","82.3632036184"
"polish","147.81918105"
"ng","41.9902752617"
"halfway","-109.236999075"
"blow","57.0768340748"
"announcement","-154.32737559"
"gather","17.7592116941"
"ny","112.56560741"
"we've","80.9955277445"
"everyone's","-110.75343147"
"seems","149.102485712"
"rosa","-51.6276256338"
"complain","91.0174750273"
"blog","-497.158691177"
"lets","-130.088674851"
"impressive","-22.6611006813"
"flashing","65.8263575783"
"ross","-95.2114569565"
"scheduled","211.07465732"
"kills","-95.5306203745"
"delhi","98.3846191562"
"virginia","107.420620206"
"schedules","5.03662026253"
"accepted","-26.3068649233"
"furniture","128.736590356"
"towel","162.844863704"
"kennedy","72.9037450081"
"patrick","-115.430736209"
"buddies","-0.49212354495"
"bracelet","-15.0117687666"
"shelf","35.4861993254"
"oddly","-69.3285726503"
"sanity","50.2262518074"
"donations","-47.6824808645"
"tower","-94.1250946193"
"reduced","24.8751160554"
"meeeee","-29.6392438004"
"joking","-35.9261037087"
"madrid","18.560124189"
"competition","-89.7030161198"
"cowboys","78.6008419074"
"provided","-47.7070598079"
"slice","119.990792677"
"caribbean","56.8742700384"
"mood","-83.0009700662"
"eleanor","145.888289422"
"highest","-61.30206651"
"slick","23.8037051511"
"legal","-15.4003857219"
"moon","90.6391038006"
"goofy","11.1204268787"
"buddha","256.868435146"
"provides","-74.9066161115"
"ik","-89.6708356263"
"quitting","18.8436214978"
"erased","31.3831431829"
"poem","-190.960721972"
"lmfao","27.5666263909"
"itching","23.3292210605"
"nails","-75.9608283563"
"communicate","78.8929365522"
"slaughter","13.9595281753"
"weirdest","-32.4756205629"
"terrified","-108.881116336"
"beaches","18.3440176028"
"oo","-83.5247236967"
"on","106.967409441"
"jeez","148.677126341"
"ol","-195.767493176"
"ok","383.149264484"
"oi","-13.6007349786"
"oh","-25.6597882509"
"og","54.9944538726"
"of","16.6038487209"
"od","91.4260539053"
"oc","-42.4258707981"
"brittany","101.243701762"
"shrimp","81.9238910438"
"stand","-45.4011960139"
"oy","-99.8593994703"
"ow","46.0089153195"
"ou","92.2636020802"
"ot","-113.447427264"
"os","10.3991826131"
"or","52.6337835175"
"op","130.483299715"
"amber","-119.942403738"
"ladies","102.635788974"
"reactions","88.888685725"
"instruments","-84.4264114794"
"cursed","68.7514411265"
"rising","18.7683945875"
"determine","21.3139935749"
"gary","95.037006284"
"burton","10.6982673818"
"hoooo","271.824670671"
"buds","-31.2318371009"
"tutor","-46.9132066044"
"there","10.4464022128"
"racism","56.9601847309"
"christianity","-8.59966567717"
"racist","24.0595422756"
"roomate","-49.1070847651"
"valley","132.066967818"
"fish","-26.5411571645"
"ehh","87.8294376258"
"treat","345.879490986"
"suprise","-155.245998712"
"kittens","81.8409513844"
"eyeliner","-109.073263965"
"amongst","244.782609632"
"cabinet","-2.54965414457"
"jus","-2.25165690777"
"promote","12.8899123468"
"faster","-116.377778742"
"applying","40.2656825482"
"hallows","-78.8588283637"
"offical","-119.020863223"
"katrina","60.3730445151"
"grasp","-69.7565844461"
"grass","85.3008863024"
"creeping","22.2933260128"
"strongly","-119.562448095"
"toilet","-39.0031191332"
"taylor","-101.688763107"
"cinema","-277.574646567"
"taste","-224.99768753"
"feliz","57.7590781335"
"matulog","60.7131407064"
"aced","19.5656029376"
"britain","112.861011323"
"intro","-26.4936845305"
"tasty","-89.3526454758"
"politics","2.1079172386"
"operation","11.9656570936"
"abyss","-27.3789820922"
"hasnt","-68.6821417538"
"heather","-12.4796799042"
"4.0","49.984177294"
"idiot","-18.2308544436"
"deserve","94.6515744126"
"swords","-33.1601691175"
"rubber","-72.8507023652"
"roses","284.610318075"
"5","-69.1445199505"
"trash","0.781678665202"
"requested","117.764711754"
"championship","129.274851934"
"oneself","158.006907204"
"separate","66.697436118"
"symbol","-22.8207521611"
"finale","-216.556868007"
"includes","2.46411818565"
"lovers","-126.70140751"
"bullets","-108.756526839"
"finaly","-241.128374928"
"included","8.05593199657"
"spouse","187.336455198"
"finals","-310.582858129"
"psychology","-2.69948025795"
"booked","66.8836103192"
"srry","-13.2380734076"
"calls","61.6410302314"
"wife","221.401552284"
"invest","-99.2398875078"
"odds","48.7879904904"
"wifi","-85.1313654804"
"curve","147.5015095"
"websites","-37.6209043804"
"exhausting","-29.4625222595"
".. ..","-1.28852101935"
"missouri","-96.2364831797"
"undead","-11.0526757216"
"all","108.151041032"
"tihng","-29.29884039"
"lace","32.7999592092"
"chinese","-16.0280117664"
"ali","-209.888687459"
"lack","-118.270707092"
"abit","3.80329343272"
"ala","53.627900336"
"disc","-89.4715251975"
"dish","216.912345639"
"follow","112.609041192"
"meditation","113.897051807"
"disk","-181.332459674"
"decisions","67.4908339402"
"hmmm","17.6700872691"
"jessie","-61.9532919837"
"glimpse","-55.549142214"
"apartment","-304.817650237"
"ignorant","-140.451949244"
"lining","63.1015319678"
"wassup","-28.2398125054"
"thursday","-81.861487612"
"aaron","-143.588379056"
"program","167.55506012"
"dairy","-13.938128799"
"siblings","-309.279321373"
"presentation","53.4605588808"
"activities","-275.784567615"
"woman","324.094069333"
"worse","15.7201591379"
"song","-157.188594579"
"far","-179.463553065"
"ticked","-40.5588266092"
"fav","-51.2878561211"
"fat","13.0352240736"
"focus","388.569032548"
"simpsons","15.8007330006"
"sons","642.263626884"
"worst","11.2836437778"
"fam","-295.432838426"
"awful","-14.9240939736"
"sony","43.750785901"
"ticket","-99.9004406734"
"darling","61.8546108863"
"treating","-151.511848966"
"aunty","-239.893105844"
"list","76.8894862916"
"grandfather","-148.679620721"
"vibes","-16.0117648621"
"undone","18.9946712169"
"highway","146.359264665"
"liars","213.164757592"
"lisa","252.350320135"
"teh","-16.6789620165"
"rats","-8.81719319373"
"ten","-168.908043147"
"tea","-73.0288624182"
"ted","141.875951941"
"tee","179.407608276"
"rate","62.4298176334"
"invention","52.9786025522"
"design","-131.755868484"
"nba","-114.245712243"
"functioning","5.99056201076"
"jeremiah","-81.8226812765"
"what","4.33113334087"
"sub","-52.0832764761"
"facebooking","12.4292001569"
"deeply","312.108252742"
